,date,favorites,id,isRetweet,retweets,text
244,2020-12-17 15:45:04,331296,1339597489926590464,False,75273,Just released data shows many thousands of noncitizens voted in Nevada. They are totally ineligible to vote!
245,2020-12-17 15:34:20,191834,1339594787133919232,False,45320,"I will Veto the Defense Bill, which will make China very unhappy. They love it. Must have Section 230 termination, protect our National Monuments and allow for removal of military from far away, and very unappreciative, lands. Thank you! "
246,2020-12-17 14:56:14,117122,1339585198816522240,False,21825,Crazy! 
247,2020-12-17 14:55:38,229496,1339585047481917440,False,41707,"I have NOTHING to do with the potential prosecution of Hunter Biden, or the Biden family. It is just more Fake News. Actually, I find it very sad to watch!"
248,2020-12-17 14:52:58,183893,1339584378154885120,False,27422,"All-time Stock Market high. The Vaccine and the Vaccine rollout are getting the best of reviews. Moving along really well. Get those “shots” everyone! Also, stimulus talks looking very good."
249,2020-12-17 06:14:10,258161,1339453818996727808,False,55580,“Michigan fraud witness totally debunks Dominion CEO.” @OANN  It was brutal!
250,2020-12-16 19:10:26,153812,1339286784790966272,False,33695,TRUE! 
252,2020-12-16 18:51:14,222413,1339281950490697728,False,52018,"Chris Krebs was totally excoriated and proven wrong at the Senate Hearing on the Fraudulent 2020 Election. Massive FRAUD took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!"
253,2020-12-16 18:33:10,246740,1339277405458997248,False,51116,Former United States Solicitor General Ken Starr: Pennsylvania “Flagrantly Violated” Laws Ahead of Election.
254,2020-12-16 18:27:02,179518,1339275859841134592,False,38198,"Senate Hearings going on LIVE @OANN, as to the Fraudulent 2020 Election that just took place. @SenRonJohnson doing an excellent job. Nevada must be flipped based on testimony!"
255,2020-12-16 15:06:47,258927,1339225465584840704,False,53928,"Perhaps the biggest difference between 2016 and 2020 is @FoxNews, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!"
256,2020-12-16 13:21:05,222800,1339198867275980800,False,39165,"Can’t believe how badly @FoxNews is doing in the ratings. They played right into the hands of the Radical Left Democrats, &amp; now are floating in limboland. Hiring fired @donnabraziIe, and far worse, allowing endless negative and unedited commercials. @FoxNews is dead. Really Sad!"
257,2020-12-16 12:32:47,151489,1339186712535298048,False,29078,So ridiculous and unfair. Will people never make a stand! 
258,2020-12-16 06:09:36,221896,1339090279429775360,False,50596,"“Study: Dominion Machines shifted 2-3% of Trump Votes to Biden. Far more votes than needed to sway election.” Florida, Ohio, Texas and many other states were won by even greater margins than projected. Did just as well with Swing States, but bad things happened. @OANN"
259,2020-12-16 05:40:41,154889,1339083004216532992,False,36751,"Trump's allies slam Mitch McConnell for congratulating Biden  via @MailOnline. Mitch, 75,000,000 VOTES, a record for a sitting President (by a lot). Too soon to give up. Republican Party must finally learn to fight. People are angry!"
260,2020-12-16 04:54:23,457695,1339071350900723712,False,68430,Poll: 92% of Republican Voters think the election was rigged!
261,2020-12-16 04:16:19,130702,1339061769441075200,False,19626,Franklin Graham: ‘I Am Grateful to God’ for ‘the Last Four Years’  via @BreitbartNews Thank you Franklin!
262,2020-12-16 01:05:47,151739,1339013823282499584,False,29433,Because of corruption or because I won despite corruption? 
263,2020-12-15 16:00:53,180977,1338876692073426944,False,43655,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country  via @BreitbartNews
264,2020-12-15 15:41:41,412404,1338871862315667456,False,81186,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!
265,2020-12-15 14:25:27,325201,1338852676654821376,False,66896,"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent. Did Michigan Secretary of State break the law? Stay tuned!"
266,2020-12-15 14:21:48,266879,1338851758819389440,False,59726,"Tremendous problems being found with voting machines. They are so far off it is ridiculous. Able to take a landslide victory and reduce it to a tight loss. This is not what the USA is all about. Law enforcement shielding machines. DO NOT TAMPER, a crime. Much more to come!"
267,2020-12-15 05:30:37,153224,1338718081443622912,False,37786,"Thank you Kevin. Many Trump votes were routed to Biden. The highly respected Michigan Judge released this epic report. True all over the Country. This Fake Election can no longer stand. Get moving Republicans. Big Swing State Win!  75,000,000 VOTES. "
268,2020-12-15 05:21:43,212020,1338715842931023872,False,54672,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal! "
